Slfn4
Aldh18a1
Casp7
3110040N11Rik
Alyref
Btrc
Rdh5
Dgka
Esyt1
Agap2
Ifitm3
Irf7
Nptx1
Shisa5
Pfkfb4
Pigq
Sdc3
Nrp1
Fam20c
Pdgfa
Cplx2
Mettl21a
Icos
Ppil3
Inpp1
Stat1
Slc11a1
Xrcc5
Fn1
Glb1l
Inpp5d
Tnfrsf11a
Rgs2
Marco
Ptprc
C4bp
Pkp1
Mr1
Glul
Fam129a
Apcs
Slamf9
Sell
Tatdn3
Angel2
Lamb3
Dusp12
Trdmt1
Apbb1ip
Lcn2
Tor1b
Tor1a
Fam73b
Cutal
Traf1
Ifih1
Agpat2
Nmi
Psd4
Ly75
Hnmt
Itga4
Ube2l6
Tcp11l1
Gatm
Itpka
Siglec1
Gpcpd1
Fam98b
Hdc
Zbp1
Lrrcc1
Samhd1
1810062G17Rik
Exosc9
Slc7a11
Vangl1
Dennd2d
Slc50a1
Tlr2
Alpk1
Ifi44
Chd1l
Rwdd3
Ctbs
Gem
Cyp7a1
Gbp3
Nans
Coro2a
Col15a1
Invs
Orm3
Nol6
Cd72
Tln1
Creb3
Slc35d1
St3gal3
Osbpl9
Laptm5
Cc2d1b
Podn
Cap1
Ppt1
Eif2b3
Mmachc
Pik3r3
Atpaf1
Zfp362
Nipal3
Extl1
Csf3r
Fgr
Inpp5b
Trnau1ap
Plekhm2
Nub1
Per3
Slc2a5
Nos3
Arhgef16
Prkcz
Gabrd
Acox3
Rgs12
Anapc4
Fam114a1
Tmem165
Sult1e1
Abcg3
Plac8
Cds1
Shroom3
G3bp2
Naaa
P2rx7
Oasl2
Actb
Slc46a3
Fam3c
Lmod2
Herc6
Abcg2
Slc13a4
Zyx
Hpgds
Mkrn1
Tbxas1
Arhgap25
Copg1
Slc41a3
Usp18
Clec4e
Clec4a2
Wnt5b
Bcl2l14
Plbd1
Ltbr
Cyfip1
Csrp3
Hddc3
Unc45a
Cd22
Tyrobp
2200002D01Rik
Det1
Coro1a
BC017158
Pycard
Bckdk
Itgal
Hpx
Trim30a
Pgap2
Fadd
Phka2
G6pdx
Psmd10
Ptpn7
Smim19
Dkk4
Ap3m2
Tlr3
Adcy7
Hp
Mt2
Katnb1
Jak3
Cotl1
Ifi30
Mphosph6
Bco1
Ntpcr
Dctn1
Cmtm3
Car7
Psmb10
Pla2g15
Smpd3
Zfp90
Wwp2
Snx19
Nxpe2
Abhd12
Apoc3
Il10ra
Pkm
Fam219b
Stoml1
Hcrtr2
Parp16
Rwdd2a
Tgfbr2
Copb2
Faim
Armc8
Ngp
Gnai2
Pik3r4
Uba7
Nckipsd
Fhl3
Oas3
Oas2
Lmo2
Folr2
Tpcn1
Chrm1
Slc10a3
Rims3
3830406C13Rik
Mgll
Lpcat2
Rac2
Kctd17
Rtp4
Fntb
Recql4
Tlr13
Engase
Lgals3bp
Tnks1bp1
Rpap1
Phka1
Ypel4
Tldc1
Vav1
Nsf
Agpat1
Thoc5
Plcg2
Cmip
Parp14
Ifit1
Uaca
Ppp1r18
Ppm1h
Cd300ld
Cd300a
Nagk
Dio1
G6pc3
Colgalt1
Acot11
Myl12b
Slfn8
Trim13
Sec31a
Shq1
Tgfbi
Cdcp1
Fbxl21
Rubcn
Isg15
Grin3b
H2-Q4
Fam65b
Slc2a6
Hist1h1c
Rbm43
Gramd1c
P2ry13
Ermard
Clcn7
Wnt4
C1qa
Gtdc1
Rap2b
C1qc
C1qb
Unc93b1
Tmem71
Pml
Tspan15
Slc35b2
Ddx1
Ppp1r14a
Mycn
Syn1
Pomk
Tap1
BC022687
Inf2
Themis2
D630003M21Rik
Fbxw17
Nmrk1
Gm4955
Sirpa
Ddx60
Scarb1
6430571L13Rik
Plekhg6
Tapbpl
Arl5c
Fig4
Nos1ap
Parp12
C1s1
Armc10
Tmc3
Dock10
Ctss
Ptk6
Abcf1
Stap2
Rap1gap2
Gngt2
Tmem214
Rccd1
Bloc1s5
Arpin
Anpep
L3mbtl3
Stim2
Fam102a
Dap
Tbc1d19
Orm1
Daglb
Fndc3b
Znfx1
Rcan2
Prex1
Ccdc151
Oxld1
Zer1
Trub2
Trim14
Tmem120a
Cited2
Gsap
Pik3cd
Ginm1
Slc7a5
Cox15
Plcb2
Tm7sf3
Gbp7
Accs
Ddx58
Cul9
Trim7
Spns2
Xaf1
Igsf23
Abcg5
C3ar1
Dnph1
Limd2
Scamp5
Kcna2
Cd53
Iqcc
Chil3
Hlcs
Six5
Elmo1
Osgin2
B4galnt3
Ddx24
Lrrc18
Oasl1
Rnpep
Mfsd9
Wdr41
Zfp386
Rassf4
Cmklr1
Gm5617
Ikbke
Dennd4b
Acad12
Obfc1
Apobr
Aqp11
Gpr153
Trim72
Nrep
Aida
Pyhin1
2510009E07Rik
Hscb
Pxylp1
Col6a6
B430306N03Rik
Clec4a3
2900005J15Rik
Ncmap
2900011O08Rik
Vsig4
Nhlrc1
Ctla2a
Marveld1
Tnfaip8l1
Tlr7
Kcnj10
AF251705
Nudt18
Fpr1
Pigz
Plekha7
Basp1
Serpinb9
Lyrm2
Ifit2
Fam26f
Lrrc8d
Pilra
Stxbp6
Zfp518b
Ccdc66
Mpeg1
Hectd3
Irgm1
Tmem198b
Cldn2
Ptgs1
Als2cr12
Apof
BC025446
Ccdc88b
Selplg
F2r
E130311K13Rik
Myof
Tpcn2
Zfp710
Ccdc125
Mterf2
Syt12
Fut4
Rarres1
Ap5b1
Tifab
Tmsb4x
Lrrc25
Apol10b
Amz1
Tmc8
Scd4
Lgals3
Fam118b
Ism2
Plekho2
Olfml1
Camk2n2
1500011K16Rik
Plekhm3
Hspa14
Fhad1
Cd14
Wdfy4
Lrrc3
Treml4
Apon
Pld4
Fpr2
Nrros
Kcnt2
Oas1a
Prkcb
Clec12a
Gpr141
9030619P08Rik
Notumos
Parp4
Atp5s
Klhl5
Afp
Pdlim1
Rab39
Them7
Lair1
Timd4
B4galnt4
Rnf181
Per2
Tmem150a
Fam105a
S100a9
H2-T22
Pgm3
Trim34a
Snx32
Pla2g4a
Adap1
Cebpb
Rab31
Fry
Them6
Gm11696
Capg
St8sia3
Scimp
Trim12c
AB124611
Apol9a
Lgals8
Trim30d
Bak1
Nfam1
Smco4
BC021614
Upf1
Rrp1b
Fcer1g
9630013D21Rik
Fcgr4
Hopx
Csf2ra
2610301B20Rik
Fcgr3
Taf1b
Irak4
Cxcl11
H2-Q7
Cd302
Arl1
Dnajc30
Blnk
H2-K1
Orm2
Ksr2
Ext1
Cfd
Flot2
Zfp13
Athl1
Pvrl2
Hsd3b3
Ifit3b
Mppe1
Tlr12
Lilrb4a
AI413582
Actg1
9130023H24Rik
Bbs5
Cd300lb
Ldha
Parp10
Hsd3b2
Cenpj
Ifi27
Chil1
Trim12a
Gm10167
Pilrb2
Oas1g
Slc22a7
H2-T23
Cyp2d40
Apol9b
Cenpb
1700019G17Rik
Adgrv1
Lyz2
Strada
Ssbp4
Sp140
Mmp27
Rnf213
Ccnd1
Prok1
Il18bp
Ctcfl
Treml2
Hpcal1
Polr2g
Csf2rb
Csf2rb2
Tmem28
Ear2
Slfn2
Lyrm9
Mansc4
Lrrc61
1810058I24Rik
H2-Bl
H2-Q6
H2-D1
Lst1
C4b
Pydc4
Fbxo36
Fam169b
Il4i1
Zfp788
Gm6166
BC029722
Ifit3
Dnlz
Ly6a
2700094K13Rik
Mup18
Slfn1
Evi2a
Ifi27l2a
Prnp
Clec7a
Ms4a6c
Mroh2a
Neu2
Cml5
Gm11798
Gm12247
Btc
Gm14097
Gm11335
Gm11963
B430219N15Rik
Gm11772
Ttc39aos1
Gm15318
Wipf3
Chn1os3
1700080G11Rik
2810408I11Rik
E230016M11Rik
Gm13203
Gm12503
Gm11752
Gm11266
1200007C13Rik
Shkbp1
Uckl1
Gm765
Neat1
Cyp21a2-ps
Eif4e3
Ccdc85b
Nupr1l
Mup17
Psmb9
E230013L22Rik
Gm17435
9530082P21Rik
1110002J07Rik
A930038B10Rik
Tnfsf12
9030407P20Rik
4732491K20Rik
Gm8941
Gm26782
Gm17634
Bin2
Ccdc166
1700052K11Rik
Gm8883
1700030C10Rik
2310034O05Rik
Gm19744
Snhg14
Gm28818
Gm28347
Gm20257
Snrpn
Gm10851
Gm38345
Gm7694
Gm37795
Golt1a
Gm42568
Gm31121
Gm34333
Gm43672
Gm42879
Zfp862-ps
9330102E08Rik
RP23-73F23.5
RP24-174G2.1
RP23-60P18.10
Cc2d2b
RP23-16L19.4
